type,business_name,email,username,phone,city,password,website,facebook,instagram,twitter,linkedin,whatsapp,logo,place_id
garage,"GC Glass and Aluminium",biz.gcglassandaluminium.yxjnJQ@motorlink.test,gc_glass_and_aluminium,"0996 00 20 30",Lilongwe,R4!aUy@fN8!X,http://www.gcglassmw.com/,,,,,,yes,ChIJ5X5wwKjVIRkRX9qbMyxjnJQ
garage,"Battery Specialist - Hifase Batteries - JP Autotronix",biz.batteryspecialisthif.VOZ1q4@motorlink.test,battery_specialist_hifase_ba,"0999 28 11 85",Lilongwe,h3Mb#w5vQuyP,,,,,,,yes,ChIJVYFq-VLTIRkRicjcTVOZ1q4
garage,"Powertex Limited, Area4 & Area 13",biz.powertexlimitedarea4.bgIeNc@motorlink.test,powertex_limited_area4_area_,"0883 74 23 05",Lilongwe,FdQQVS7P3mMr,,,,,,,no,ChIJAaUMXETTIRkR6zYVabgIeNc
garage,"Electronics 4U",biz.electronics4u.X2bynE@motorlink.test,electronics_4u,"0993 14 25 61",Lilongwe,P#HjGW6W!pB8,http://www.electronics4u.mw/,,,,,,yes,ChIJ8VMdo-PSIRkRZiDumX2bynE
garage,"Sky Electronics",biz.skyelectronics.mciRkY@motorlink.test,sky_electronics,"0993 09 92 98",Lilongwe,5DBqGB3EPSKk,,,,,,,yes,ChIJu-HceeHSIRkRZ_QVjmciRkY
garage,"Sana Cash N Carry Malawi",biz.sanacashncarrymalawi.fbT2O0@motorlink.test,sana_cash_n_carry_malawi,"0988 82 72 40",Lilongwe,wU8h@4eKkfH6,http://sanamalawi.com/,https://www.facebook.com/sanacashncarrymw,,,,,yes,ChIJMd1TPADTIRkR5Qep1fbT2O0
garage,"A2Z Electronics",biz.a2zelectronics.5-FBVY@motorlink.test,a2z_electronics,"0996 28 40 31",Lilongwe,2Whpt3PjnNaA,http://www.a2zelectronicsmw.com/,,,,,,yes,ChIJlblKU-rTIRkRsN8gP5-FBVY
garage,"Game Stores - Lilongwe",biz.gamestoreslilongwe.Un1pxg@motorlink.test,game_stores_lilongwe,"01 751 159",Lilongwe,yTMzySTh5ppd,https://www.game.co.mw/,,,,,,yes,ChIJyQdRr-HSIRkRHRHI_Un1pxg
garage,"Mobile City (Lilongwe)",biz.mobilecitylilongwe.0ekwUM@motorlink.test,mobile_city_lilongwe,"0999 66 00 06",Lilongwe,na3cEP6M#X73,,,,,,,yes,ChIJPULFDxLTIRkRmPiIT0ekwUM
garage,"BLUE AIR ENGINEERING",biz.blueairengineering.-GbTJk@motorlink.test,blue_air_engineering,"0993 38 67 28",Lilongwe,zHQ@n8eAgMrE,http://www.blueairengineering.com/,https://www.facebook.com/BlueAirEngineering,,,,https://wa.me/265993386728,yes,ChIJF7Ql4c3VIRkRTN0Jx-GbTJk
garage,"Wayne Plug",biz.wayneplug.d-4xqk@motorlink.test,wayne_plug,,Lilongwe,n8QwMt@uCSeB,,,,,,,no,ChIJDZLUBwDTIRkRfqJhed-4xqk
garage,"Maranet Trading",biz.maranettrading.L8Blvk@motorlink.test,maranet_trading,"0985 77 99 57",Lilongwe,NXYbNCCKNrs5,,,,,,,no,ChIJV80ZJgDTIRkREYXbKL8Blvk
garage,"Gemta Motors",biz.gemtamotors.Sj6ffM@motorlink.test,gemta_motors,"0999 92 96 64",Blantyre,JjvztJUR!EGU,,,,,,,yes,ChIJww3oLwBF2BgRlXzGISj6ffM
garage,"Kwik-Fit Malawi",biz.kwikfitmalawi.v_DIYY@motorlink.test,kwik_fit_malawi,"01 835 808",Blantyre,UmX7uw9SjwGm,http://www.kwikfitmw.com/,https://www.facebook.com/kwikfitzambia,https://www.instagram.com/kwikfitzm,https://twitter.com/KwikfitZed,https://www.linkedin.com/company/kwikfitmw,,yes,ChIJG3xmqbpF2BgRO6nrhv_DIYY
garage,"Chirimba Garage",biz.chirimbagarage.TXOYB4@motorlink.test,chirimba_garage,,Blantyre,t9SVT4Nhdj2v,,,,,,,no,ChIJDxqv35ZF2BgRkEcQbTXOYB4
garage,"SMD Car Breakers and Garage",biz.smdcarbreakersandgar.SWrWsA@motorlink.test,smd_car_breakers_and_garage,"0995 568841",Blantyre,XNSKV#dHCsPT,http://www.smdmw.blogspot.com/,,,,,,yes,ChIJUbGUCwBP2BgRqj70lSWrWsA
garage,"AFRICA AUTOMOBILES",biz.africaautomobiles.Mr1XCI@motorlink.test,africa_automobiles,"0991 94 17 84",Blantyre,2JQ@JP@vhdgb,,,,,,,no,ChIJmX0fQR5F2BgRagq5iMr1XCI
garage,"Car Repairs",biz.carrepairs.kpuDJU@motorlink.test,car_repairs,,Blantyre,YYnkfx6XkASp,https://www.scautorepairs.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2036389252536366646,,,https://twitter.com/favicon,,,no,ChIJ4w6_5sBriEgRng86OkpuDJU
garage,"Fastwheels Blantyre",biz.fastwheelsblantyre.iTgtFs@motorlink.test,fastwheels_blantyre,"0997 86 31 52",Blantyre,#zE7xtANWcBg,,,,,,,no,ChIJSx_JPpFF2BgRj0R7diTgtFs
garage,"STAR PANEL BEATERS LTD",biz.starpanelbeatersltd.nybozM@motorlink.test,star_panel_beaters_ltd,"0999 41 79 32",Blantyre,QtyRNKXZdQzz,,,,,,,no,ChIJ6RKhGZZF2BgR8WIVEnybozM
garage,"Progressive Panel Beaters & Transport Contractors Limited",biz.progressivepanelbeat.PytIOQ@motorlink.test,progressive_panel_beaters_tr,,Blantyre,cZNpnTsXVQ!B,,,,,,,no,ChIJ6wp1U0ZP2BgRG8U6lPytIOQ
garage,"The panel shop",biz.thepanelshop.BBh62w@motorlink.test,the_panel_shop,"0888 39 00 99",Blantyre,bU2Z3FYVEBBA,,,,,,,no,ChIJ7wKWrYhF2BgRjNALgBBh62w
garage,"C&N panel beaters & recovery services",biz.cnpanelbeatersrecove.pAhux0@motorlink.test,c_n_panel_beaters_recovery_s,"0999 26 27 05",Lilongwe,2#Upjcx4AQnh,https://www.cnshop.com/,,,,,,no,ChIJhedJjs1F2BgRheQ0ypAhux0
garage,"Entyre Marathon Tyres Factory",biz.entyremarathontyresf.t-McNM@motorlink.test,entyre_marathon_tyres_factor,"01 877 170",Blantyre,BwtxFuXFrNNq,,,,,,,yes,ChIJxYfg1JBF2BgRDSpOit-McNM
garage,"O Jussab tyre ftment centre",biz.ojussabtyreftmentcen.7rN81k@motorlink.test,o_jussab_tyre_ftment_centre,"0888 82 94 42",Blantyre,QBNv74Zw!P@s,,,,,,,no,ChIJ39LJu-VP2BgRXBlun7rN81k
garage,"Tyre Zone Warehouse",biz.tyrezonewarehouse.n6scHo@motorlink.test,tyre_zone_warehouse,"0995 33 03 35",Blantyre,mnKd5C2j9xmX,https://tyrezonemw.softr.app/,,,,,,no,ChIJy7_pP7JP2BgR3WnUln6scHo
garage,"A1 Tyre Centre",biz.a1tyrecentre.3eF91M@motorlink.test,a1_tyre_centre,,Blantyre,XzmZBzxkHcxz,,,,,,,no,ChIJjRmgqFFF2BgRc83it3eF91M
t,crossroad_gym,,Lilongwe,J2FKQdqg2FhZ,https://www.crossroadshotel.net/lilongwe/,,,,,,yes,ChIJTzFYXwDTIRkRyMr-MHO2hcI
dealer,"Blueberry Travel Malawi-Lilongwe",biz.blueberrytravelmalaw.zBL1qI@motorlink.test,blueberry_travel_malawi_lilo,"0991 33 06 66",Lilongwe,kN63g5gnQRD9,http://www.blueberry-travel.com/,,,,,,yes,ChIJnUzxCAbTIRkRI37K0zBL1qI
dealer,"Road Traffic Commission",biz.roadtrafficcommissio.UJOgks@motorlink.test,road_traffic_commission,,Lilongwe,hBW7emyH89EZ,,,,,,,yes,ChIJWUbkfh7TIRkRBKjlrUJOgks
garage,"Kim Motor vehicle maintenance and services",biz.kimmotorvehiclemaint.ruT8EM@motorlink.test,kim_motor_vehicle_maintenanc,"0998 28 98 01",Lilongwe,N27qg4vU!Xk4,,,,,,,yes,ChIJcb_d9wfPIRkRWRJQ5ruT8EM
garage,Kwik-Fit,biz.kwikfit.VNTWNg@motorlink.test,kwik_fit,"0897 54 12 83",Lilongwe,wKpnvnV85PRj,http://kwikfit.africa/,https://www.facebook.com/kwikfitzambia,https://www.instagram.com/kwikfitzm,https://twitter.com/KwikfitZed,https://www.linkedin.com/company/kwikfitmw,,yes,ChIJiy9QOgDVIRkRJGNBYVNTWNg
garage,"GOOD DEEDS CAR BODY DOCTORS",biz.gooddeedscarbodydoct.zH06VY@motorlink.test,good_deeds_car_body_doctors,"0997 05 03 24",Lilongwe,96s@TqwKy3R7,,,,,,,yes,ChIJAaIRdUzTIRkRTgJJhzH06VY
garage,"KINGPIN WORKSHOP (France car)",biz.kingpinworkshopfranc.EmFpgs@motorlink.test,kingpin_workshop_france_car,"0981 43 60 50",Lilongwe,uyeHc2MS9XAH,,,,,,,no,ChIJMWqudAAzIBkR6wQSSEmFpgs
garage,"Sundy windscreen crack repairs",biz.sundywindscreencrack.igk4dc@motorlink.test,sundy_windscreen_crack_repai,"0999 01 28 48",Lilongwe,rPRff@eaMHMQ,https://malawi-business.com/sundy-windscreen-repairs/,,,,,,no,ChIJrSsbOwDTIRkRVxOMOigk4dc
garage,"GLASSCO Malawi",biz.glasscomalawi.h4EotM@motorlink.test,glassco_malawi,"0999 22 25 05",Lilongwe,ryPr8A4Hzkgh,http://www.glasscomw.com/,,,,,,yes,ChIJPRYHRRzTIRkRoqGach4EotM
garage,"Willard battery centre-Veracity Autotronix, Malawi",biz.willardbatterycentre.SaI_Z0@motorlink.test,willard_battery_centre_verac,"0999 73 26 89",Lilongwe,@cShEqQkwR8u,https://veracityautotronix.com/,,,,,,yes,ChIJhdEH9ITTIRkRFq5Y-SaI_Z0
garage,"Powertex Limited, Area4",biz.powertexlimitedarea4.ijOhfU@motorlink.test,powertex_limited_area4,"0999 16 30 37",Lilongwe,9PWKRdNX@cX7,http://www.powertex.com/,,,https://twitter.com/wp,,,yes,ChIJ94WlVxvTIRkRFC0DFijOhfU
garage,"Taurus Battery Centre",biz.taurusbatterycentre.v1qYFU@motorlink.test,taurus_battery_centre,,Lilongwe,dTj5BwHx2smc,,,,,,,no,ChIJ_4plXADTIRkRAIcHfv1qYFU
garage,"Electra Sales Ltd",biz.electrasalesltd.wFfuhg@motorlink.test,electra_sales_ltd,"0887 00 62 22",Lilongwe,b@n5z!8tJ9q7,https://electrasales.co/,https://www.facebook.com/electrasales,,,,,yes,ChIJ-yCT6uPSIRkRaLO09wFfuhg
garage,"Ben’s battery",biz.bensbattery.mUrkuk@motorlink.test,ben_s_battery,,Lilongwe,G98w!m9wDVcD,,,,,,,no,ChIJzV2ClfbTIRkR9z47fmUrkuk
garage,"Proair Engineering",biz.proairengineering.x0RQFU@motorlink.test,proair_engineering,"0999 86 25 43",Lilongwe,rWXpnGmyJMMG,,,,,,,no,ChIJpWYZpePSIRkRSLmaQx0RQFU
garage,"BICCO International",biz.biccointernational.y31R-M@motorlink.test,bicco_international,"01 759 411",Lilongwe,EAUgJfwtSh5Y,,,,,,,yes,ChIJbRvkyB_TIRkRwe5gSy31R-M
garage,"Commercial refrigeration and engineering services",biz.commercialrefrigerat.CEh6kQ@motorlink.test,commercial_refrigeration_and,"0998 59 63 60",Lilongwe,3ThCSfSsJtVZ,https://www.facebook.com/coresmw,https://www.facebook.com/coresmw,,,,,yes,ChIJVx7X6RXTIRkRMWVUfCEh6kQ
garage,"S MOTORS",biz.smotors.6rDd8k@motorlink.test,s_motors,"0888 39 16 42",Blantyre,q6k7#PDYVRS6,,,,,,,yes,ChIJ9XP-LvZH2BgRiwxpW6rDd8k
garage,"Sam motors",biz.sammotors.Dmz0Lo@motorlink.test,sam_motors,"0888 12 13 11",Blantyre,wGa2@Qaef6Bv,,,,,,,yes,ChIJt4t7vYRb2BgR96YCODmz0Lo
garage,"MOTOR POINT",biz.motorpoint.SUjN1E@motorlink.test,motor_point,"0993 77 02 13",Blantyre,#s5HmRJzY#Tz,,,,,,,yes,ChIJCaLTImNF2BgRzisQ-SUjN1E
garage,"Martins car breaking masters",biz.martinscarbreakingma.L3P-Qk@motorlink.test,martins_car_breaking_masters,,Blantyre,8GnHpXUygV6@,,,,,,,no,ChIJAzhKLgBb2BgRK0yKwL3P-Qk
garage,"Humble Accessories and Auto Parts Shop",biz.humbleaccessoriesand.5_F72A@motorlink.test,humble_accessories_and_auto_,"0997 56 30 67",Blantyre,Kx5hegfDRsBs,http://www.humblemw.blogspot.com/,,,,,,yes,ChIJyY9rOgBP2BgRGDBzu5_F72A
garage,"Gateway motors",biz.gatewaymotors.uVST4w@motorlink.test,gateway_motors,"0999 91 35 47",Blantyre,9!yMkQvTnKsG,,,,,,,no,ChIJQXHJaQBJ2BgRhlVGruVST4w
garage,"Evergreen Auto Parts and Windscreen Service",biz.evergreenautopartsan.pcIyDM@motorlink.test,evergreen_auto_parts_and_win,"0996 69 88 69",Blantyre,UFKtqV4YDbwR,http://evergreenmw.blogspot.com/,,,,,,yes,ChIJu_PTUQBP2BgRQmowSpcIyDM
garage,Motorvation,biz.motorvation.9PMOSY@motorlink.test,motorvation,"0999 91 95 36",Blantyre,@vfWW3Y7r8AA,,,,,,,yes,ChIJSXO5005F2BgR5Nf9A9PMOSY
garage,"B & B Autocare Limited",biz.bbautocarelimited.Hi-JCA@motorlink.test,b_b_autocare_limited,"01698 822548",Blantyre,3KeQy##7TSAD,https://www.blantyretyres.co.uk/?y_source=1_MTQ5NzQ3NTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.facebook.com/bandbautocareltd,,,,,yes,ChIJvb88RKpqiEgRxapTGHi-JCA
garage,"Service Center & Auto Glass Suppliers",biz.servicecenterautogla.-2_ig4@motorlink.test,service_center_auto_glass_su,"0999 46 00 82",Blantyre,9CFSb7GSxT5h,,,,,,,yes,ChIJz_cC-wtP2BgR__3Kz-2_ig4
garage,"Motor Service Centre",biz.motorservicecentre.ihgyek@motorlink.test,motor_service_centre_2,"0211 226 348",Blantyre,VE9BWjP!xhXc,,,,,,,yes,ChIJZ65DMShF2BgR30Oseihgyek
garage,"Automobile Services Centre",biz.automobileservicesce.idIBn0@motorlink.test,automobile_services_centre,"0886 16 59 40",Blantyre,ZAe5D#8ZhcFf,,,,,,,yes,ChIJO100wWZF2BgRpXSJRidIBn0
garage,"Speed fitment and service center",biz.speedfitmentandservi.rW0634@motorlink.test,speed_fitment_and_service_ce,,Blantyre,62QUxGHcJgdm,,,,,,,no,ChIJ1bghBQBF2BgRAToy7rW0634
garage,"Entyre Limited Limbe- Head Office",biz.entyrelimitedlimbehe.tfPGxI@motorlink.test,entyre_limited_limbe_head_of,"01 844 976",Blantyre,m2Y9p4NYDWDz,,,,,,,yes,ChIJCfK3AkdP2BgRVaXLltfPGxI
